"YEAR","AE","AR","AT","AU","AZ","BD","BE","BG","BP_FSU","BP_OME","BP_TAF","BP_TEU","BP_TME","BP_TNA","BP_TSCA","BR","BY","CA","CH","CL","CN","CO","CY","CZ","DE","DK","DZ","EC","EE","EG","ES","FI","FR","GB","GR","HK","HR","HU","ID","IE","IL","IN","IQ","IR","IS","IT","JP","KW","KZ","LT","LU","LV","MA","MK","MX","MY","NL","NO","NZ","OM","PE","PL","PT","QA","RO","RU","SA","SE","SI","SK","TM","TR","TT","UA","US","UZ","VE","ZA"
1976,19.487,472.729,225.926,612.665,"na",24.931,523.618,238.032,7055.123,190.204,1115.205,15631.306,1501.602,20003.501,2940.309,960.826,"na",1788.929,265.314,97.105,1534.126,152.093,14.535,218.724,3097.394,325.216,84.68,34.702,"na",187.297,920.088,246.886,2349.02,1806.007,203.191,107.115,"na",212.471,237.285,102.67,119.572,502.896,79.934,506.258,11.822,1890.739,4975.958,84.286,"na","na",27.936,"na",62.244,"na",753.827,95.739,771.365,178.539,91.371,23.817,118.64,298.057,143.556,6.552,310.032,"na",471.492,563.072,"na",125.716,"na",270.379,58.261,"na",17460.745,"na",280.302,245.709
1977,28.32,497.941,218.234,643.165,"na",24.583,516.777,248.338,7375.718,210.154,1186.508,15567.513,1706.169,21035.216,3068.348,992.504,"na",1811.693,267.522,100.024,1624.896,153.115,15.899,229.689,3072.845,325.634,95.217,43.558,"na",201.083,879.09,244.571,2272.067,1829.227,208.209,115.773,"na",225.917,280.866,110.129,125.279,542.089,93.12,591.502,12.387,1844.118,5083.193,81.808,"na","na",27.672,"na",70.35,"na",780.156,108.917,744.161,176.65,92.032,23.479,118.337,320.044,143.099,8.611,332.586,"na",543.895,545.176,"na",132.036,"na",308.372,57.167,"na",18443.367,"na",314.789,243.837
1978,30.994,499.884,236.522,655.061,"na",26.194,551.44,255.434,7822.327,222.026,1254.809,16409.517,1775.793,21493.934,3227.436,1093.846,"na",1849.045,277.58,108.83,1819.061,156.637,16.571,237.85,3229.59,327.602,99.387,44.84,"na",208.772,930.005,246.784,2398.825,1903.164,228.014,120.464,"na",249.262,316.932,119.867,133.568,588.409,88.583,593.397,13.015,1975.592,5421.098,87.864,"na","na",28.03,"na",75.376,"na",888.948,119.021,774.949,200.473,88.061,22.301,116.936,342.822,148.075,8.488,365.775,"na",588.571,529.597,"na",136.723,"na",338.398,52.174,"na",18755.941,"na",330.872,256.026
1979,42.187,528.459,246.078,667.344,"na",28.924,550.659,262.834,7967.873,258.072,1340.373,16773.954,2018.363,21331.261,3389.084,1161.576,"na",1931.128,266.409,109.887,1827.1,165.69,16.862,241.891,3336.601,314.034,118.641,47.775,"na",229.011,992.39,260.639,2388.386,1921.842,240.883,123.753,"na",236.213,345.585,125.501,146.482,633.682,107.33,625.528,12.563,2035.513,5491.071,98.258,"na","na",26.411,"na",85.364,"na",961.922,144.905,838.548,199.827,89.03,23.159,121.395,349.127,157.879,9.179,387.133,"na",708.169,552.084,"na",139.053,"na",302.585,40.484,"na",18438.211,"na",354.43,242.362
1980,99.33,490.152,240.058,639.485,"na",32.355,505.617,271.336,8338.158,253.54,1417.378,15651.706,1932.986,20032.077,3455.667,1125.338,"na",1898.032,265.906,111.302,1706.835,157.059,16.971,224.649,3014.442,268.571,120.233,61.877,"na",256.525,1042.8,251.465,2219.989,1649.148,246.01,125.878,"na",230.513,385.715,112.976,158.498,643.379,141.794,569.691,11.587,1929.293,4904.686,83.102,"na","na",22.453,"na",85.823,"na",1071.689,163.214,779.543,198.84,86.268,17.849,131.042,346.719,167.839,16.874,365.707,"na",592.306,491.806,"na",129.136,"na",306.431,32.448,"na",17062.355,"na",423.401,248.472
1981,109.557,458.283,219.217,622.191,"na",33.594,465.809,242.99,8442.134,273.159,1513.017,14668.469,2116.039,19043.569,3434.834,1083.288,"na",1788.171,247.479,115.533,1625.358,161.494,16.381,222.379,2753.704,254.57,130.104,68.986,"na",296.012,1016.379,241.474,2023.297,1538.943,231.497,133.918,"na",221.395,430.788,101.448,161.479,696.948,151.374,563.672,11.362,1900.221,4655.727,112.067,"na","na",21.759,"na",84.656,"na",1195.703,175.226,725.929,186.369,82.52,17.73,134.41,325.069,177.419,18.445,327.974,"na",708.556,448.509,"na",127.822,"na",303.647,32.346,"na",16059.695,"na",448.338,270.283
1982,121.806,441.008,208.702,626.52,"na",33.191,441.183,236.08,8388.427,306.363,1590.57,14019.369,2326.6,18158.146,3377.404,1128.607,"na",1608.545,234.44,103.846,1613.611,165.906,19.519,206.055,2608.493,220.534,137.662,75.137,"na",336.03,969.252,224.327,1883.316,1560.189,236.592,130.888,"na",210.488,447.565,89.928,156.909,727.63,158.939,614.909,10.437,1809.366,4404.266,129.624,"na","na",21.506,"na",89.09,"na",1254.638,183.595,640.223,180.133,82.679,26.314,132.863,307.302,187.026,27.185,325.057,"na",784.553,422.844,"na",118.457,"na",324.464,35.626,"na",15294.963,"na",444.539,274.631
1983,123.246,450.823,204.028,618.304,"na",29.681,403.856,229.248,8273.487,330.465,1644.653,13777.372,2596.572,17980.353,3305.786,1103.534,"na",1518.125,256.369,100.36,1654.326,171.87,20.36,201.924,2564.038,209.628,155.149,68.841,"na",369.981,988.217,209.235,1849.981,1516.844,226.771,117.483,"na",199.957,438.566,81.788,149.133,765.404,179.195,749.888,10.134,1815.813,4406.013,143.273,"na","na",20.552,"na",90.164,"na",1227.688,197.02,609.971,176.145,79.646,20.87,115.984,318.659,187.739,30.143,291.266,"na",870.359,378.788,"na",116.058,"na",342.959,31.454,"na",15234.54,"na",435.241,278.044
1984,140.162,426.955,198.308,646.267,"na",29.852,392.454,220.345,8259.456,356.027,1677.463,13846.095,2832.571,18558.465,3300.417,1141.544,"na",1539.788,247.923,100.211,1712.888,171.387,20.936,215.623,2555.174,206.9,171.79,69.119,"na",398.205,939.612,211.636,1786.548,1824.798,232.09,109.399,"na",207.732,460.851,80.19,139.079,822.807,195.284,808.885,10.554,1732.338,4620.916,157.141,"na","na",20.576,"na",93.24,"na",1293.318,193.691,611.52,185.43,80.922,33.415,119.118,325.976,187.777,33.402,278.708,"na",969.176,364.512,"na",123.967,"na",340.388,27.541,"na",15725.359,"na",408.385,301.824
1985,172.01,388.978,200.058,626.861,160.367,33.59,400.188,201.853,"na",365.795,1724.081,14248.428,3011.699,18639.135,3297.713,1188.222,491.04,1556.132,253.409,97.676,1807.444,178.595,20.896,211.744,2643.496,213.958,176.327,85.138,65.738,406.151,914.214,214.746,1769.062,1615.951,241.935,103.485,"na",212.135,453.856,80.242,132.121,895.976,229.881,892.439,10.663,1725.926,4427.587,152.836,421.057,167.168,21.884,112.43,93.57,"na",1356.873,194.607,621.795,195.196,78.403,29.644,115.008,332.044,185.004,43.78,295.069,4943.678,993.193,389.528,"na",123.183,95.558,358.865,28.98,1271.605,15726.131,232.472,418.094,295.505
1986,207.229,448.481,210.221,639.169,168.141,36.143,449.968,212.827,"na",359.661,1699.1,14729.92,3001.094,19234.202,3544.739,1346.891,580.654,1559.479,276.478,104.422,1924.955,177.611,22.471,205.104,2778.55,211.22,179.945,86.424,64.969,408.894,909.263,225.118,1809.705,1641.007,244.395,102.14,"na",197.397,493.78,97.85,137.117,944.125,245.342,822.031,10.801,1765.928,4483.797,156.884,384.111,139.913,23.703,94.65,92.725,"na",1393.83,188.01,685.271,205.949,80.345,21.74,123.976,344.267,198.264,50.306,314.301,5006.311,1000.784,407.053,"na",120.245,69.64,391.365,30.978,1277.66,16280.894,238.531,435.202,285.448
1987,227.21,476.706,216.685,652.614,158.364,35.751,454.613,204.884,"na",386.232,1788.815,14826.58,3177.447,19740.205,3646.999,1389.864,574.81,1627.213,261.189,109.389,2048.284,187.037,26.288,205.393,2719.681,195.846,182.643,87.642,65.63,424.804,944.402,225.91,1824.202,1604.883,265.428,100.852,"na",206.555,510.84,86.668,153.537,974.258,255.389,858.975,11.744,1845.156,4491.02,155.39,371.788,153.581,26.631,76.968,93.46,"na",1448.322,193.731,691.533,209.329,85.153,24.188,136.933,349.212,194.167,53.414,346.618,5050.795,1063.112,378.377,"na",117.37,69.645,443.525,21.457,1330.158,16664.669,226.356,418.915,302.65
1988,270.929,474.913,215.317,681.903,161.858,35.804,466.331,216.956,"na",385.497,1867.837,15025.336,3309.813,20428.022,3704.746,1416.793,555.747,1709.774,261.777,120.139,2202.925,196.386,28.087,197.995,2723.181,193.119,181.758,86.607,65.957,430.612,975.6,225.145,1807.441,1699.727,273.286,115.28,"na",192.344,535.921,79.504,168.59,1069.485,280.281,898.135,12.227,1876.332,4807.047,152.907,372.834,147.32,27.208,68.849,99.665,"na",1434.998,209.961,726.66,196.349,87.752,22.232,133.985,356.795,205.551,38.105,324.376,5000.702,1093.137,364.394,"na",115.048,69.485,475.381,19.84,1219.815,17283.25,278.569,433.392,332.186
1989,285.402,434.874,213.579,709.937,158.364,39.391,459.992,212.913,"na",383.716,1943.683,15045.534,3420.164,20633.494,3728.976,1445.039,522.222,1770.719,252.284,132.931,2315.069,202.672,29.138,189.62,2571.506,186.904,191.969,90.734,68.125,449.758,1024.125,225.712,1857.161,1738.642,297.584,123.309,"na",188.365,569.52,82.13,173.425,1163.697,313.316,969.543,13.152,1909.072,5017.176,155.382,382.037,151.614,29.963,69.038,109.011,"na",1537.541,219.27,719.598,197.777,90.37,28.604,118.953,356.417,253.529,42.128,335.836,5111.449,1068.648,362.29,"na",115.153,69.691,447.407,17.694,1170.676,17325.233,267.098,422.65,344.906
1990,300.5,412.273,222.865,725.091,166.229,38.225,486.888,140.956,"na",403.709,1977.874,15167.432,3488.554,20346.275,3701.151,1416.941,483.27,1747.306,270.197,140.182,2296.889,205.806,30.872,173.577,2684.625,183.651,212.247,91.465,67.139,465.021,972.246,233.16,1894.606,1750.731,298.351,130.513,91.963,195.463,652.261,90.397,179.945,1211.065,312.698,1003.855,13.392,1924.43,5239.565,66.624,440.499,144.981,32.899,65.067,112.575,17.777,1610.786,262.643,748.628,202.009,102.829,41.934,119.157,325.354,243.962,43.038,363.116,5042.282,1136.25,362.843,31.868,99.601,93.349,476.195,25.362,1271.605,16988.182,202.751,427.925,348.753
1991,365.412,425.931,241.021,703.946,160.367,35.424,521.629,88.799,"na",434.919,1990.044,15098.934,3645.581,20059.142,3742.631,1438.099,467.665,1659.168,274.948,156.361,2490.569,211.115,31.538,142.952,2810.176,186.476,207.484,102.81,59.122,457.241,993.484,231.649,2001.128,1751.024,302.91,130.775,65.771,166.279,692.115,98.721,185.075,1232.669,226.318,1066.372,12.594,1900.636,5327.591,70.98,444.93,159.564,38.275,63.112,114.204,16.266,1686.53,284.638,708.761,187.303,99.54,66.968,110.67,308.391,252.688,38.967,299.988,4917.05,1190.57,345.568,32.311,87.923,103.826,465.075,24.08,1160.607,16713.443,216.523,412.729,352.084
1992,366.735,448.931,234.362,707.341,155.908,39.251,532.732,81.936,"na",441.221,2022.56,15139.385,3851.361,20430.035,3956.381,1519.821,397.511,1688.914,278.227,169.054,2704.881,230.955,36.195,137.995,2827.135,184.611,209.643,99.673,31.745,444.783,1100.097,227.723,1995.718,1771.079,308.402,166.432,65.592,168.252,745.117,103.002,195.428,1296.066,356.371,1136.304,13.467,1931.943,5454.869,100.326,414.881,83.698,39.185,47.907,133.885,17.77,1708.339,308.952,753.661,191.868,101.746,59.221,115.839,284.686,279.864,40.34,252.344,4698.916,1155.414,365.903,30.826,80.126,97.922,489.814,33.183,855.079,17032.783,174.968,488.1,362.078
1993,381.636,446.816,236.881,744.343,150.881,44.074,525.051,95.079,"na",454.441,2055.493,15052.022,4144.736,20648.454,4039.9,1588.784,281.494,1697.296,261.594,184.814,3013.471,245.592,37.844,140.256,2881.444,193.419,208.375,104.194,33.998,427.445,1036.99,219.05,1925.516,1788.602,315.674,173.899,69.643,160.1,785.843,104.619,204.11,1312.519,503.149,1233.645,13.975,1906.193,5367.239,103.191,320.0,72.747,39.243,42.973,137.493,17.371,1714.927,345.705,742.755,204.782,99.297,56.957,121.135,291.996,267.398,41.153,235.014,3928.361,1166.456,353.591,37.266,66.692,58.838,562.83,29.059,494.46,17236.231,181.857,450.239,376.225
1994,398.982,432.966,234.293,772.818,140.163,46.144,579.749,92.199,"na",468.917,2106.057,15092.199,4584.596,21269.12,4278.616,1697.735,228.165,1726.135,269.94,198.174,3068.821,253.685,37.497,146.891,2859.073,205.137,202.173,113.154,31.801,426.698,1070.882,228.115,1864.234,1782.567,325.612,186.314,72.352,166.942,808.958,113.839,225.375,1411.651,574.255,1283.12,14.158,1903.52,5651.822,136.44,247.102,67.114,39.48,40.65,149.358,13.264,1824.337,385.481,737.617,207.828,112.689,50.592,131.461,309.26,273.699,43.643,219.469,3485.982,1403.271,375.796,40.248,69.614,59.954,540.038,22.63,401.805,17718.648,157.95,498.641,392.413
1995,399.71,431.51,232.591,797.145,125.518,60.085,575.343,100.441,"na",504.698,2181.673,15417.988,4600.641,21295.49,4428.58,1773.105,205.487,1848.249,250.542,217.739,3342.232,266.222,39.796,167.39,2860.303,214.887,196.471,111.013,25.365,462.573,1176.03,211.967,1879.299,1765.797,337.68,198.779,79.593,156.832,864.675,116.226,253.991,1579.481,558.944,1286.543,14.259,1971.711,5770.776,141.694,242.44,62.059,37.22,36.587,143.072,12.551,1722.422,403.835,780.364,203.678,121.34,55.262,148.016,316.53,294.485,45.533,266.642,3058.017,1354.266,359.976,44.202,68.484,54.804,606.325,25.681,392.378,17724.82,132.139,484.033,417.636
1996,385.254,447.431,240.004,807.75,111.664,61.092,621.687,90.24,"na",505.465,2231.54,15759.519,4718.615,21943.435,4521.156,1864.4,203.309,1889.218,258.901,231.15,3659.894,274.498,40.469,175.04,2900.264,233.534,185.473,123.24,27.047,488.427,1201.898,214.943,1916.487,1805.669,353.949,194.144,75.184,145.336,923.634,121.896,254.157,1699.026,594.402,1339.436,15.932,1941.939,5802.001,138.263,204.887,63.962,38.41,38.175,136.183,19.528,1744.859,445.371,775.374,216.559,118.906,53.282,152.446,369.919,282.255,47.854,252.571,2623.976,1400.502,384.887,51.086,71.289,64.096,631.548,29.294,291.148,18309.358,129.848,403.331,428.047
1997,392.855,450.263,245.043,827.496,106.866,70.561,638.582,87.289,"na",535.842,2302.703,15912.686,4951.425,22373.342,4783.793,1985.326,178.96,1968.884,273.267,249.525,4007.379,280.511,41.512,168.546,2895.469,226.565,185.628,140.502,27.073,517.851,1254.143,212.987,1936.284,1762.971,360.873,192.525,80.479,148.092,1023.956,133.128,238.176,1829.457,713.206,1390.976,15.658,1954.137,5756.159,154.264,206.981,64.422,40.449,34.33,144.936,16.553,1783.884,511.825,800.92,219.987,125.429,47.602,151.718,388.433,302.831,50.534,267.694,2630.122,1427.968,359.137,53.149,71.873,63.524,627.664,18.49,287.303,18620.574,139.176,432.109,436.565
1998,391.108,459.02,253.804,828.862,112.219,78.118,645.35,92.148,"na",554.187,2365.861,16270.886,4861.952,22800.49,4974.895,2056.047,169.146,2002.268,276.661,255.772,4139.01,275.184,45.117,173.385,2897.942,219.598,192.275,143.342,26.983,545.46,1356.722,223.98,2002.538,1757.385,379.926,184.721,89.944,154.668,977.726,148.857,258.099,1965.779,474.333,1345.559,16.079,1955.243,5525.888,229.606,172.137,73.348,42.255,33.042,144.504,14.797,1881.034,444.96,810.78,221.139,127.54,48.107,152.874,439.655,327.544,51.83,235.894,2489.814,1509.124,401.481,50.876,80.238,82.081,630.378,20.995,296.513,18917.188,137.889,474.196,443.457
1999,383.181,430.613,249.984,851.222,107.426,69.238,622.167,85.157,"na",557.26,2454.031,16156.828,4852.989,23454.557,4982.126,2107.69,155.738,2061.213,268.932,259.481,4386.982,245.539,47.239,172.856,2805.928,218.123,185.525,130.106,24.558,560.036,1405.097,225.936,2030.202,1743.003,367.751,197.292,88.95,148.555,1022.318,168.288,276.058,2138.26,347.031,1356.429,16.149,1962.468,5636.963,255.769,143.876,61.093,45.121,30.952,158.661,15.348,1874.442,489.369,833.49,218.37,128.686,60.445,156.643,463.122,337.674,51.243,190.463,2567.797,1565.573,384.953,51.655,73.241,89.413,629.146,35.235,267.908,19518.902,141.794,506.778,449.508
2000,380.585,431.644,243.025,845.993,119.676,67.971,638.773,86.785,"na",564.961,2465.159,15939.823,5087.412,23696.005,4959.214,2029.487,155.187,2042.706,260.257,253.126,4696.924,238.963,49.083,167.303,2745.895,210.685,190.395,136.51,22.724,551.936,1420.483,224.287,1994.096,1712.886,383.79,204.139,79.551,143.558,1147.785,166.579,279.124,2258.841,461.407,1403.76,16.426,1928.028,5542.05,256.935,146.9,47.987,48.167,26.23,149.704,14.435,1951.931,494.545,840.214,201.551,131.525,64.083,152.82,426.186,330.879,49.644,197.03,2540.013,1626.913,337.546,49.233,73.373,87.131,666.51,35.082,252.948,19701.368,140.829,510.463,455.505
2001,381.017,426.552,263.658,851.923,78.747,81.379,641.382,90.163,"na",580.757,2511.631,16184.425,5319.998,23667.525,5043.209,2062.78,151.464,2093.87,278.264,242.314,4809.714,225.42,49.483,177.251,2786.807,202.822,197.554,141.1,25.668,537.096,1483.287,220.846,2009.877,1714.264,393.226,242.332,80.823,140.926,1165.201,181.527,259.36,2285.468,533.133,1421.746,15.419,1918.722,5392.431,264.587,156.848,54.757,51.234,30.505,151.641,12.318,1925.035,521.539,881.884,223.273,133.137,71.742,145.636,419.356,330.319,61.646,210.989,2627.689,1746.01,342.217,51.065,67.39,84.447,617.775,32.878,283.849,19648.62,135.717,572.17,466.596
2002,413.069,394.922,270.123,851.434,72.635,81.766,652.701,88.42,"na",596.855,2565.577,16143.482,5455.434,23781.179,5040.68,2044.649,158.444,2172.313,264.244,251.974,5205.318,221.287,49.082,172.458,2696.603,196.188,220.022,140.256,27.95,524.374,1492.612,226.914,1953.404,1710.304,394.724,265.654,84.607,139.252,1209.071,178.63,257.419,2413.4,501.602,1435.136,16.023,1914.761,5311.836,285.093,151.429,51.463,52.082,30.212,157.458,14.041,1847.961,588.1,893.632,215.526,137.984,83.569,145.333,429.6,342.055,73.087,219.808,2543.548,1809.604,353.107,49.987,74.614,96.379,655.239,36.587,282.283,19760.905,132.358,602.702,478.312
2003,453.94,406.871,291.731,849.156,83.945,84.915,687.126,94.789,"na",615.736,2635.049,16242.937,5672.976,24161.957,4907.883,1984.086,162.587,2228.238,257.035,243.939,5795.068,229.573,52.177,184.287,2648.153,188.32,228.938,144.196,27.124,540.095,1539.333,236.437,1951.501,1725.58,414.55,267.133,93.129,131.306,1229.786,174.658,263.628,2485.27,475.133,1456.375,16.069,1900.458,5417.62,333.716,160.366,49.748,55.805,30.28,158.454,14.347,1900.679,620.254,896.006,231.625,145.566,80.349,138.419,440.939,323.79,84.51,194.174,2652.552,1909.589,371.24,50.708,70.401,109.645,644.552,35.094,295.306,20033.04,144.969,506.396,495.323
2004,485.443,427.081,283.391,866.194,90.533,79.278,686.608,91.89,"na",653.381,2750.484,16364.805,5998.15,25015.382,5105.747,2064.752,161.32,2308.591,255.012,257.407,6754.911,228.256,50.662,201.819,2619.021,184.832,238.265,154.565,27.661,555.955,1575.129,222.421,1963.278,1760.303,408.633,311.393,88.03,135.852,1307.501,180.512,248.186,2555.513,515.553,1495.561,16.812,1849.895,5269.692,373.816,188.549,53.36,62.945,32.876,181.713,14.667,1975.247,633.122,933.696,220.942,146.626,78.167,152.242,469.497,326.974,92.087,223.393,2619.436,2055.955,366.401,52.314,66.788,109.367,662.036,38.206,310.073,20731.544,145.847,544.685,512.626
2005,501.916,451.229,286.614,870.152,106.239,79.926,687.266,102.385,"na",734.663,2901.763,16540.865,6451.598,25097.086,5285.757,2123.341,150.848,2277.548,259.901,266.13,6899.547,236.867,56.65,210.167,2591.503,186.074,249.252,169.154,28.075,616.578,1593.221,230.373,1946.152,1828.397,411.948,283.132,91.441,157.782,1302.613,190.662,256.958,2605.564,496.693,1651.057,17.076,1797.66,5353.888,410.622,193.191,57.141,64.654,34.709,196.882,16.308,2017.378,637.399,987.114,223.669,150.252,87.505,151.781,487.103,336.151,108.963,217.58,2647.332,2203.22,361.941,53.622,80.074,108.975,657.713,34.514,295.656,20802.16,103.156,605.764,517.639
