title         = ASCII CSV version of worksheet "Oil: Proved reserves in thousand million barrels" from the 2017 British Petroleum Statistical Review
file URL      = http://mazamascience.com/Data/Energy/BP/2017/BP_oil_history_gb.csv
original data = http://www.bp.com/content/dam/bp/en/corporate/excel/energy-economics/statistical-review-2017/bp-statistical-review-of-world-energy-2017-underpinning-data.xlsx
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for non-standard BP groupings (e.g. BP_TNA = Total North America)
units         = thousand million barrels

"YEAR","AE","AO","AR","AU","AZ","BN","BP_EU2","BP_FSU","BP_NONOECD","BP_NONOPEC","BP_OAF","BP_OAP","BP_OECD","BP_OEE","BP_OME","BP_OPEC","BP_OSCA","BP_TAF","BP_TAP","BP_TEE","BP_TME","BP_TNA","BP_TSCA","BP_WORLD","BR","CA","CG","CN","CO","DK","DZ","EC","EG","GA","GB","GQ","ID","IN","IQ","IR","IT","KW","KZ","LY","MX","MY","NG","NO","OM","PE","QA","RO","RU","SA","SD","SS","SY","TD","TH","TM","TN","TT","US","UZ","VE","VN","YE"
1975,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na"
1976,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na"
1977,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na"
1978,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na"
1979,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na"
None,30.41,1.375,2.457,2.123,"na",1.294,11.78,67.0,542.386,258.016,0.558,0.993,140.99,2.27,0.224,425.36,0.714,53.437,33.923,83.578,362.411,123.285,26.742,683.376,1.318,39.528,0.705,13.353,0.55,0.45,8.2,0.974,2.916,0.471,8.438,"na",11.603,2.757,30.0,58.296,0.378,67.93,"na",20.33,47.224,1.8,16.7,3.952,2.484,0.628,3.585,1.09,"na",168.03,0.0,"na",1.452,0.0,0.0,"na",2.181,0.571,36.533,"na",19.53,0.0,0.0
None,32.176,1.108,2.172,2.618,"na",1.5,10.996,63.0,545.177,267.165,0.576,1.088,151.295,2.184,0.207,429.306,0.758,56.282,35.308,78.769,365.265,133.667,27.181,696.471,1.476,40.175,0.733,13.29,0.53,0.371,8.08,0.904,3.53,0.463,7.875,"na",11.018,3.482,32.0,57.02,0.378,67.73,"na",22.6,56.998,2.295,16.5,3.955,2.942,0.882,3.45,1.006,"na",167.85,0.2,"na",1.89,0.0,0.015,"na",2.491,0.571,36.494,"na",19.888,0.0,0.0
None,32.354,1.457,1.95,2.931,"na",1.445,10.664,63.0,575.622,266.367,0.65,1.084,149.953,2.348,0.191,459.208,0.825,58.271,35.357,78.33,388.902,132.389,32.325,725.575,1.718,40.312,0.754,13.259,0.61,0.327,9.44,0.914,3.7,0.482,7.463,"na",10.534,3.505,59.0,56.148,0.416,67.15,"na",22.186,56.998,2.57,16.75,3.817,3.4,0.775,3.425,0.959,"na",165.484,0.4,"na",1.75,0.0,0.03,"na",2.452,0.633,35.079,"na",24.9,0.0,0.0
None,32.34,1.715,2.45,2.491,"na",1.527,10.728,63.0,586.783,269.509,0.71,1.11,150.539,2.252,0.186,467.813,0.475,58.039,36.308,79.411,396.921,133.223,33.42,737.322,1.85,40.491,0.738,14.881,0.64,0.308,9.22,0.882,3.959,0.547,6.938,"na",10.08,3.62,65.0,55.257,0.431,67.0,"na",21.784,57.096,2.57,16.55,4.887,3.5,0.696,3.33,1.595,"na",168.848,0.3,"na",1.46,0.0,0.03,"na",2.515,0.54,35.636,"na",25.887,0.0,0.0
None,32.49,2.147,2.349,2.56,"na",1.47,10.027,63.0,624.634,270.778,0.983,1.1,149.815,2.203,0.174,503.671,0.44,57.767,37.824,78.762,430.755,133.031,36.31,774.449,2.016,40.532,0.798,16.365,1.1,0.465,9.0,1.137,4.026,0.623,6.0,"na",9.611,3.76,65.0,58.874,0.621,92.71,"na",21.425,56.41,2.9,16.65,4.962,3.9,0.67,4.5,1.511,"na",171.71,0.3,"na",1.398,0.0,0.058,"na",1.815,0.57,36.089,"na",28.028,0.0,0.0
None,32.99,2.018,2.24,2.459,"na",1.443,9.63,63.0,652.362,272.775,1.006,1.17,150.197,2.25,0.181,529.784,0.435,57.037,38.71,79.302,431.732,132.892,62.886,802.559,2.168,40.939,0.756,17.088,1.24,0.447,8.82,1.148,3.8,0.657,5.625,"na",9.18,3.761,65.0,59.0,0.636,92.464,"na",21.3,55.593,3.5,16.6,5.903,4.067,0.589,4.5,1.442,"na",171.49,0.3,"na",1.54,0.0,0.109,"na",1.78,0.612,36.36,"na",54.454,0.0,0.5
None,97.203,1.4,2.233,2.874,"na",1.475,9.276,61.0,758.643,271.023,0.982,0.679,149.03,2.283,0.142,636.651,0.429,57.966,39.459,77.509,537.128,131.036,64.576,907.674,2.358,41.102,0.72,17.161,1.7,0.403,8.8,1.235,4.5,0.646,5.325,"na",9.0,4.635,72.0,92.86,0.643,94.522,"na",22.8,54.88,3.53,16.066,6.493,4.037,0.536,4.5,1.362,"na",169.744,0.3,"na",1.62,0.0,0.104,"na",1.753,0.564,35.054,"na",55.521,0.0,0.5
None,98.105,2.0,2.246,2.906,"na",1.6,8.996,59.0,790.186,270.268,0.955,0.67,148.696,2.163,0.127,668.614,0.616,58.664,39.465,75.344,566.577,130.714,68.118,938.882,2.551,41.201,0.695,17.423,1.91,0.403,8.564,1.594,4.685,0.96,5.175,"na",9.0,4.416,100.0,92.86,0.681,94.525,"na",22.8,54.11,3.324,15.98,6.636,4.105,0.48,4.5,1.286,"na",169.585,0.3,"na",1.72,0.0,0.104,"na",1.725,0.619,35.403,"na",58.101,0.022,1.05
None,98.105,2.0,2.28,3.189,"na",1.2,8.253,59.0,877.941,271.707,0.956,0.976,148.765,2.24,0.114,754.999,0.608,58.997,39.646,76.246,653.035,129.543,69.24,1026.706,2.816,41.468,0.75,17.284,2.05,0.541,9.2,1.515,4.271,0.93,4.275,"na",9.0,4.464,100.0,92.86,0.802,94.525,"na",22.8,53.012,3.379,16.0,8.156,4.142,0.853,4.5,1.231,"na",254.989,0.3,"na",1.8,0.0,0.104,"na",1.79,0.613,35.063,"na",58.505,0.051,2.0
None,98.105,2.074,2.168,3.101,"na",1.152,7.705,58.5,880.908,264.038,0.908,0.946,146.362,2.041,0.098,763.232,0.64,59.087,34.731,75.38,661.029,127.549,69.495,1027.27,2.76,41.296,0.71,16.058,1.98,0.629,9.236,1.442,4.3,0.959,3.825,"na",5.114,4.345,100.0,92.86,0.764,97.125,"na",22.8,51.983,3.674,16.0,8.422,4.291,0.847,4.5,1.199,"na",260.05,0.3,"na",2.0,0.0,0.231,"na",1.8,0.619,34.27,"na",59.04,0.109,2.0
None,98.1,1.625,1.57,3.157,"na",1.124,8.247,58.4,882.978,264.063,0.889,1.005,144.529,1.985,0.071,763.444,0.617,58.725,36.307,75.904,659.614,125.432,71.525,1027.507,4.513,40.294,0.754,16.02,1.99,0.591,9.2,1.355,3.459,0.86,4.012,"na",5.415,5.563,100.0,92.85,0.764,97.025,"na",22.8,51.298,3.56,17.1,8.631,4.353,0.823,2.993,1.52,"na",260.342,0.3,"na",1.88,0.0,0.261,"na",1.739,0.602,33.84,"na",60.054,0.201,2.0
None,98.1,1.45,1.683,3.227,1.254,1.15,8.473,"na",955.171,328.829,0.812,0.913,142.67,2.621,0.071,769.012,0.603,60.372,36.998,141.925,660.82,123.169,74.557,1097.841,4.818,40.098,0.698,15.513,1.885,0.616,9.2,1.524,3.535,0.876,4.162,0.3,5.909,6.126,100.0,92.86,0.825,96.5,5.187,22.8,50.925,3.7,20.0,8.811,4.35,0.822,2.993,1.491,116.149,260.936,0.3,"na",3.0,0.0,0.22,0.546,0.4,0.573,32.146,0.262,62.649,0.24,2.01
None,98.1,1.334,2.017,3.22,1.254,1.13,8.517,"na",961.081,331.147,0.758,0.867,142.744,2.445,0.059,772.679,0.635,61.079,37.537,142.798,661.593,122.055,78.763,1103.826,4.966,39.634,0.725,15.193,3.232,0.748,9.2,3.24,3.435,0.768,4.575,0.3,5.598,5.91,100.0,92.86,0.643,96.5,5.187,22.8,51.225,5.09,20.991,9.743,4.74,0.803,3.121,1.245,116.149,261.203,0.3,"na",3.0,0.0,0.179,0.546,0.468,0.541,31.196,0.262,63.33,0.35,2.01
None,98.1,1.901,2.217,3.258,1.254,1.25,8.136,"na",963.476,329.363,0.634,1.089,140.823,2.38,0.06,774.936,0.861,61.233,38.834,141.165,661.932,120.451,80.684,1104.299,4.982,39.496,0.65,16.435,3.156,0.704,9.2,3.66,3.425,0.662,4.537,0.3,5.167,5.86,100.0,92.86,0.643,96.5,5.187,22.8,50.776,4.96,20.991,9.566,5.0,0.799,3.121,1.008,115.077,261.355,0.3,"na",2.95,0.0,0.218,0.546,0.369,0.56,30.179,0.262,64.448,0.596,1.986
None,98.1,2.965,2.253,3.818,1.157,1.188,7.991,"na",969.538,339.093,0.582,1.083,148.432,2.274,0.052,778.877,0.958,65.008,39.203,141.162,663.562,127.551,81.483,1117.97,5.374,48.149,1.413,16.258,3.139,0.755,9.979,3.491,3.941,1.4,4.313,0.3,4.98,5.807,100.0,94.3,0.757,96.5,5.318,22.8,49.775,5.2,20.991,9.704,5.1,0.831,3.5,1.0,115.077,261.374,0.3,"na",2.65,0.0,0.231,0.546,0.338,0.56,29.627,0.262,64.877,0.639,1.986
None,98.1,3.125,2.386,3.799,1.157,1.124,8.326,"na",976.939,339.569,0.665,1.073,149.227,2.23,0.114,786.597,0.999,71.953,39.1,141.152,663.308,126.913,83.739,1126.165,6.223,48.367,1.35,16.355,2.952,0.912,9.979,3.385,3.804,1.47,4.537,0.555,4.98,5.51,100.0,93.7,0.772,96.5,5.318,29.5,48.796,5.2,20.828,10.804,5.2,0.808,3.7,1.006,113.607,261.45,0.3,"na",2.558,0.0,0.295,0.546,0.377,0.657,29.75,0.262,66.329,0.764,1.986
None,97.8,3.695,2.6,3.818,1.157,1.09,8.717,"na",997.783,343.773,0.671,1.331,150.977,2.354,0.215,804.987,1.045,74.932,38.993,142.844,673.995,127.255,90.74,1148.76,6.681,48.943,1.6,16.444,2.798,0.862,10.8,3.453,3.843,2.8,4.988,0.555,4.73,5.487,112.0,92.6,0.757,96.5,5.318,29.5,48.472,4.961,20.828,11.682,5.3,0.774,3.7,0.98,113.607,261.444,0.3,"na",2.45,0.0,0.241,0.546,0.34,0.723,29.84,0.594,72.667,0.89,1.986
None,97.8,3.9,2.621,4.038,1.157,1.06,8.689,"na",1010.618,344.585,0.693,1.197,151.441,2.197,0.214,817.474,1.065,75.259,40.331,142.658,683.228,127.144,93.439,1162.059,7.106,48.803,1.615,17.022,2.577,0.943,11.2,3.674,3.719,2.672,5.175,0.555,4.87,5.625,112.5,92.6,0.643,96.5,5.318,29.5,47.822,4.976,20.828,12.041,5.399,0.758,12.5,0.931,113.112,261.541,0.262,"na",2.345,0.0,0.296,0.546,0.314,0.706,30.519,0.594,74.931,1.246,1.829
None,97.8,4.03,2.753,4.774,1.157,1.02,8.74,"na",1017.936,319.33,0.699,1.34,124.476,2.146,0.164,823.081,1.078,77.172,41.989,142.435,685.242,100.019,95.554,1142.412,7.357,49.823,1.7,17.423,2.478,0.881,11.314,4.102,3.757,2.565,5.137,0.555,5.1,5.394,112.5,93.7,0.636,96.5,5.4,29.5,21.638,4.65,22.5,11.663,5.4,0.937,13.485,1.163,113.112,261.542,0.262,"na",2.3,0.0,0.388,0.546,0.29,0.74,28.558,0.594,76.108,1.9,1.85
None,97.8,5.05,3.071,4.743,1.178,1.3,8.79,"na",1025.455,449.9,0.698,1.417,256.372,2.291,0.153,831.927,1.277,84.72,39.931,140.813,685.834,232.75,97.779,1281.827,8.153,181.56,1.7,15.112,2.289,0.906,11.314,4.428,3.767,2.565,4.988,0.555,5.2,4.972,112.5,93.1,0.636,96.5,5.4,29.5,21.519,5.029,29.0,10.938,5.744,0.891,13.103,1.225,112.112,262.784,0.262,"na",2.3,0.0,0.358,0.546,0.308,0.821,29.671,0.594,76.848,1.8,1.85
None,97.8,5.972,2.974,4.944,1.178,1.23,8.654,"na",1044.677,451.262,0.678,1.308,256.248,2.321,0.153,849.663,1.327,93.049,40.077,141.124,696.689,232.08,97.908,1300.925,8.464,181.504,1.65,15.19,1.972,1.113,11.314,4.566,3.627,2.42,4.725,0.8,5.12,5.29,112.5,99.53,0.598,96.5,5.4,36.0,20.186,4.53,29.0,11.366,5.848,0.906,16.867,1.17,112.112,262.766,0.262,"na",2.325,0.9,0.515,0.546,0.425,0.851,30.39,0.594,76.848,1.95,2.4
None,97.8,6.5,2.879,4.956,1.178,1.16,8.585,"na",1050.89,449.838,0.615,1.247,254.496,2.225,0.129,855.548,1.371,96.672,40.629,140.44,698.667,230.147,98.831,1305.386,8.485,180.941,1.57,15.411,1.842,1.346,11.314,4.63,3.668,2.4,4.537,1.11,5.1,5.513,115.0,99.08,0.568,96.5,5.4,36.0,18.767,4.457,31.506,11.597,5.9,0.979,16.836,1.154,111.295,262.697,0.563,"na",2.325,0.9,0.584,0.546,0.526,0.96,30.439,0.594,77.685,2.2,2.4
None,97.8,8.9,2.821,4.573,7.0,1.1,7.788,"na",1103.937,451.555,0.569,1.114,250.923,2.225,0.129,903.306,1.626,101.592,40.636,142.692,741.346,228.267,100.327,1354.861,9.804,180.4,1.506,15.509,1.632,1.277,11.314,5.06,3.525,2.37,4.463,1.095,4.72,5.576,115.0,130.69,0.554,96.5,5.4,36.0,17.196,4.54,34.349,10.448,5.706,0.953,27.596,0.508,109.677,262.79,0.563,"na",2.28,0.9,0.692,0.546,0.501,1.125,30.671,0.594,77.307,2.812,2.855
None,97.8,8.801,2.675,3.749,7.0,1.05,7.646,"na",1115.39,450.032,0.554,1.429,246.705,2.338,0.129,912.064,1.473,106.245,40.465,143.952,745.742,225.294,100.398,1362.096,10.602,179.903,1.506,15.476,1.542,1.277,11.8,5.06,3.525,2.285,4.282,1.28,4.73,5.731,115.0,133.25,0.505,99.0,9.0,39.126,16.041,4.84,35.255,10.149,5.572,0.93,27.016,0.494,107.767,262.73,0.563,"na",2.395,0.9,0.5,0.546,0.65,0.891,29.35,0.594,77.226,2.96,2.85
None,97.8,9.035,2.478,3.889,7.0,1.12,7.262,"na",1121.775,447.346,0.563,1.451,244.411,2.239,0.128,918.841,1.468,107.625,40.628,140.82,750.073,223.678,103.362,1366.187,11.243,179.576,1.506,15.531,1.478,1.327,11.8,5.06,3.62,2.19,3.997,1.765,4.3,5.565,115.0,132.74,0.463,101.5,9.0,39.126,14.803,5.16,35.876,9.722,5.572,1.097,26.865,0.468,105.464,264.31,0.563,"na",3.159,0.9,0.527,0.546,0.681,0.809,29.299,0.594,79.729,3.084,3.0
None,97.8,9.035,2.18,3.718,7.0,1.105,7.022,"na",1130.43,446.611,0.546,1.416,243.959,2.195,0.128,927.778,1.47,111.335,40.759,139.493,755.531,223.636,103.635,1374.389,11.772,180.044,1.506,15.587,1.453,1.277,12.27,4.866,3.72,2.146,3.87,1.805,4.19,5.919,115.0,137.49,0.46,101.5,9.0,41.464,13.67,5.252,36.22,9.688,5.572,1.078,27.91,0.458,104.405,264.211,0.563,"na",3.0,1.5,0.453,0.546,0.56,0.803,29.922,0.594,80.012,3.119,2.921
None,97.8,9.035,2.587,3.515,7.0,1.2,6.612,"na",1148.132,452.202,0.655,1.391,240.215,2.16,0.128,936.145,0.844,116.945,45.467,137.611,755.867,221.656,110.802,1388.347,12.182,179.362,1.6,20.231,1.509,1.157,12.27,4.465,3.72,2.15,3.592,1.755,4.37,5.693,115.0,138.4,0.45,101.5,9.0,41.464,12.85,5.357,37.2,8.546,5.572,1.097,27.436,0.478,104.034,264.251,5.0,"na",3.0,1.5,0.461,0.6,0.596,0.794,29.444,0.594,87.324,3.25,2.78
None,97.8,9.035,2.616,3.429,7.0,1.078,6.358,"na",1184.905,474.711,0.659,1.268,239.334,2.136,0.127,949.528,0.82,119.233,45.298,160.366,754.922,221.481,122.941,1424.239,12.624,178.834,1.6,20.744,1.51,1.113,12.2,4.001,4.07,2.0,3.39,1.705,3.989,5.459,115.0,138.22,0.456,101.5,30.0,43.663,12.187,5.46,37.2,8.168,5.572,1.121,27.323,0.48,106.427,264.209,5.0,"na",2.5,1.5,0.461,0.6,0.601,0.871,30.46,0.594,99.377,3.41,2.67
None,97.8,9.04,2.52,4.239,7.0,1.078,5.7,"na",1261.548,471.168,0.658,1.259,233.987,2.118,0.127,1024.368,0.812,119.951,48.01,158.989,753.685,216.611,198.288,1495.536,12.801,176.35,1.6,21.184,1.362,0.811,12.2,6.518,4.2,2.0,3.06,1.705,3.747,5.798,115.0,137.62,0.47,101.5,30.0,44.271,11.865,5.52,37.2,7.491,5.572,1.121,26.833,0.48,106.366,264.063,5.0,"na",2.5,1.5,0.454,0.6,0.577,0.83,28.396,0.594,172.323,4.73,2.67
None,97.8,9.5,2.511,4.061,7.0,1.1,6.047,"na",1300.281,470.329,0.621,1.123,234.683,2.29,0.309,1064.635,0.769,122.573,46.541,158.007,753.116,217.753,236.974,1534.964,12.876,175.015,1.6,21.624,1.36,0.918,12.2,6.333,4.4,2.0,2.835,1.705,4.303,5.823,115.0,137.01,0.528,101.5,30.0,46.422,11.866,3.572,37.2,7.078,5.5,1.121,25.907,0.6,105.564,264.59,5.0,"na",2.5,1.5,0.435,0.6,0.425,0.83,30.872,0.594,211.173,4.5,3.0
None,97.8,9.5,2.524,3.831,7.0,1.1,5.999,"na",1404.527,479.102,2.266,1.107,237.901,2.189,0.277,1163.326,0.768,124.993,47.919,157.872,765.947,221.529,324.168,1642.428,14.246,174.848,1.6,23.236,1.9,0.899,12.2,6.158,4.5,2.0,2.805,1.705,4.23,5.833,115.0,151.17,0.58,101.5,30.0,47.097,11.691,3.739,37.2,6.804,5.5,1.24,24.684,0.6,105.8,264.516,5.0,"na",2.5,1.5,0.442,0.6,0.425,0.83,34.99,0.594,296.501,4.4,3.0
None,97.8,9.055,2.525,3.873,7.0,1.1,6.174,"na",1439.236,483.724,2.186,1.11,242.023,2.169,0.652,1197.535,0.507,125.185,47.87,158.036,797.937,225.346,326.886,1681.259,15.05,174.177,1.6,23.749,1.988,0.805,12.2,7.21,4.3,2.0,3.098,1.705,3.741,5.704,143.1,154.58,0.578,101.5,30.0,48.014,11.394,3.739,37.2,6.883,5.5,1.206,23.9,0.6,105.709,265.405,5.0,"na",2.5,1.5,0.453,0.6,0.425,0.83,39.775,0.594,297.571,4.4,3.0
None,97.8,12.667,2.354,3.922,7.0,1.1,5.953,"na",1448.164,490.011,3.684,1.075,246.422,2.013,0.279,1204.575,0.512,130.592,48.483,158.182,799.258,229.32,328.751,1694.586,15.314,173.716,1.6,24.409,2.2,0.73,12.2,8.383,4.2,2.0,3.037,1.705,3.741,5.72,140.3,157.3,0.621,101.5,30.0,48.472,11.424,3.668,37.139,7.495,5.5,1.423,25.229,0.6,105.492,265.85,1.5,3.5,2.5,1.5,0.449,0.6,0.425,0.83,44.18,0.594,297.735,4.4,3.0
None,97.8,12.667,2.33,3.957,7.0,1.1,5.845,"na",1452.55,492.695,3.684,1.345,249.21,2.008,0.261,1209.065,0.528,130.114,49.12,157.172,802.959,232.579,329.815,1701.76,15.593,173.038,1.6,24.702,2.377,0.673,12.2,8.191,3.9,2.0,3.03,1.705,3.693,5.711,144.211,157.8,0.603,101.5,30.0,48.363,11.079,3.75,37.07,7.047,4.974,1.617,25.063,0.6,105.016,265.85,1.5,3.5,2.5,1.5,0.462,0.6,0.425,0.83,48.463,0.594,298.35,4.4,3.0
None,97.8,12.598,2.38,3.982,7.0,1.1,5.645,"na",1452.656,495.485,3.684,1.283,253.887,2.058,0.239,1211.058,0.529,129.222,49.28,154.612,803.764,237.935,331.73,1706.543,16.184,172.156,1.6,25.142,2.445,0.61,12.2,8.0,3.681,2.0,2.805,1.1,3.625,5.743,143.069,157.8,0.642,101.5,30.0,48.363,10.816,3.6,37.07,6.539,5.151,1.41,25.705,0.6,103.164,267.0,1.5,3.5,2.5,1.5,0.405,0.6,0.425,0.83,54.962,0.594,299.953,4.4,3.0
None,97.8,11.776,2.395,3.985,7.0,1.1,5.232,"na",1446.975,481.141,3.684,1.29,244.478,2.068,0.217,1210.312,0.536,128.192,48.814,154.892,803.048,227.475,329.032,1691.453,13.0,171.512,1.6,25.655,2.308,0.491,12.2,8.0,3.473,2.0,2.542,1.1,3.603,4.786,142.503,158.4,0.617,101.5,30.0,48.363,7.977,3.6,37.07,8.005,5.306,1.187,25.244,0.6,102.375,266.578,1.5,3.5,2.5,1.5,0.396,0.6,0.425,0.728,47.987,0.594,300.878,4.4,3.0
None,97.8,11.567,2.395,3.985,7.0,1.1,5.052,"na",1462.7,486.202,3.684,1.266,243.97,2.091,0.194,1220.468,0.52,127.974,48.386,161.51,813.466,227.475,327.858,1706.67,12.634,171.512,1.6,25.655,2.002,0.44,12.2,8.0,3.473,2.0,2.542,1.1,3.307,4.677,153.0,158.4,0.541,101.5,30.0,48.363,7.977,3.6,37.062,7.601,5.373,1.187,25.244,0.6,109.5,266.455,1.5,3.5,2.5,1.5,0.396,0.6,0.425,0.243,47.987,0.594,300.878,4.4,3.0
