title         = ASCII CSV version of worksheet "Oil: Consumption" from the 2018 British Petroleum Statistical Review
file URL      = http://mazamascience.com/Data/Energy/BP/2018/BP_2018_oil_consumption_bbl.csv
original data = http://www.bp.com/content/dam/bp/en/corporate/excel/energy-economics/statistical-review-2018/bp-statistical-review-of-world-energy-2018-underpinning-data.xlsx
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for non-standard BP groupings (e.g. BP_TNA = Total North America)
units         = thousand barrels daily

"YEAR","AE","AR","AT","AU","AZ","BD","BE","BG","BP_EU2","BP_FSU","BP_NONOECD","BP_OAP","BP_OECD","BP_OME","BP_TAF","BP_TAP","BP_TEU","BP_TME","BP_TNA","BP_TSCA","BP_WORLD","BR","BY","CA","CH","CL","CN","CO","CY","CZ","DE","DK","DZ","EC","EE","EG","ES","FI","FR","GB","GR","HK","HR","HU","ID","IE","IL","IN","IQ","IR","IS","IT","JP","KR","KW","KZ","LK","LT","LU","LV","MA","MK","MX","MY","NL","NO","NZ","OM","PE","PH","PK","PL","PT","QA","RO","RU","SA","SE","SG","SI","SK","TH","TM","TR","TT","TW","UA","US","UZ","VE","VN","ZA"
1999,383.181,430.613,249.984,851.222,107.426,69.238,622.167,85.157,14855.69,"na",27696.083,189.179,48301.726,557.26,2454.031,20592.252,16156.828,4852.989,23454.557,4982.126,75997.809,2107.69,155.738,2061.213,268.932,259.481,4386.982,245.539,47.239,172.856,2805.928,218.123,185.525,130.106,24.558,560.036,1405.097,225.936,2030.202,1743.003,367.751,197.292,88.95,148.555,1022.318,168.288,276.058,2138.26,347.031,1356.429,16.149,1962.468,5636.963,2197.042,255.769,143.876,59.909,61.093,45.121,30.952,158.661,15.348,1874.442,489.369,833.49,218.37,128.686,60.445,156.643,372.461,361.33,463.122,337.674,51.243,190.463,2567.797,1565.573,384.953,655.674,51.655,73.241,794.714,89.413,629.146,35.235,883.499,267.908,19518.902,141.794,506.778,158.116,449.508
2000,380.585,431.644,243.025,845.993,119.676,67.971,638.773,86.785,14622.348,"na",28514.374,198.634,48286.578,564.961,2465.159,21180.406,15939.823,5087.412,23696.005,4959.214,76800.951,2029.487,155.187,2042.706,260.257,253.126,4696.924,238.963,49.083,167.303,2745.895,210.685,190.395,136.51,22.724,551.936,1420.483,224.287,1994.096,1712.886,383.79,204.139,79.551,143.558,1147.785,166.579,279.124,2258.841,461.407,1403.76,16.426,1928.028,5542.05,2260.071,256.935,146.9,70.408,47.987,48.167,26.23,149.704,14.435,1951.931,494.545,840.214,201.551,131.525,64.083,152.82,346.435,372.039,426.186,330.879,49.644,197.03,2540.013,1626.913,337.546,696.109,49.233,73.373,763.33,87.131,666.51,35.082,913.001,252.948,19701.368,140.829,510.463,170.607,455.505
2001,381.017,426.552,263.658,851.923,78.747,81.379,641.382,90.163,14850.915,"na",29404.172,212.011,48278.955,580.757,2511.631,21405.547,16184.425,5319.998,23667.525,5043.209,77683.127,2062.78,151.464,2093.87,278.264,242.314,4809.714,225.42,49.483,177.251,2786.807,202.822,197.554,141.1,25.668,537.096,1483.287,220.846,2009.877,1714.264,393.226,242.332,80.823,140.926,1165.201,181.527,259.36,2285.468,533.133,1421.746,15.419,1918.722,5392.431,2263.301,264.587,156.848,69.44,54.757,51.234,30.505,151.641,12.318,1925.035,521.539,881.884,223.273,133.137,71.742,145.636,344.939,366.328,419.356,330.319,61.646,210.989,2627.689,1746.01,342.217,753.061,51.065,67.39,765.902,84.447,617.775,32.878,961.723,283.849,19648.62,135.717,572.17,185.717,466.596
2002,413.069,394.922,270.123,851.434,72.635,81.766,652.701,88.42,14775.109,"na",30258.653,215.771,48311.536,596.855,2565.577,22113.831,16143.482,5455.434,23781.179,5040.68,78570.188,2044.649,158.444,2172.313,264.244,251.974,5205.318,221.287,49.082,172.458,2696.603,196.188,220.022,140.256,27.95,524.374,1492.612,226.914,1953.404,1710.304,394.724,265.654,84.607,139.252,1209.071,178.63,257.419,2413.4,501.602,1435.136,16.023,1914.761,5311.836,2316.763,285.093,151.429,73.509,51.463,52.082,30.212,157.458,14.041,1847.961,588.1,893.632,215.526,137.984,83.569,145.333,329.419,357.751,429.6,342.055,73.087,219.808,2543.548,1809.604,353.107,736.424,49.987,74.614,845.887,96.379,655.239,36.587,968.736,282.283,19760.905,132.358,602.702,205.007,478.312
2003,453.94,406.871,291.731,849.156,83.945,84.915,687.126,94.789,14858.186,"na",31399.787,230.816,48908.29,615.736,2635.049,23041.707,16242.937,5672.976,24161.957,4907.883,80308.077,1984.086,162.587,2228.238,257.035,243.939,5795.068,229.573,52.177,184.287,2648.153,188.32,228.938,144.196,27.124,540.095,1539.333,236.437,1951.501,1725.58,414.55,267.133,93.129,131.306,1229.786,174.658,263.628,2485.27,475.133,1456.375,16.069,1900.458,5417.62,2337.409,333.716,160.366,73.365,49.748,55.805,30.28,158.454,14.347,1900.679,620.254,896.006,231.625,145.566,80.349,138.419,328.543,320.163,440.939,323.79,84.51,194.174,2652.552,1909.589,371.24,686.563,50.708,70.401,939.87,109.645,644.552,35.094,1010.235,295.306,20033.04,144.969,506.396,219.973,495.323
2004,485.443,427.081,283.391,866.194,90.533,79.278,686.608,91.89,14954.119,"na",33495.27,228.096,49663.233,653.381,2750.484,24258.833,16364.805,5998.15,25015.382,5105.747,83158.504,2064.752,161.32,2308.591,255.012,257.407,6754.911,228.256,50.662,201.819,2619.021,184.832,238.265,154.565,27.661,555.955,1575.129,222.421,1963.278,1760.303,408.633,311.393,88.03,135.852,1307.501,180.512,248.186,2555.513,515.553,1495.561,16.812,1849.895,5269.692,2294.098,373.816,188.549,72.885,53.36,62.945,32.876,181.713,14.667,1975.247,633.122,933.696,220.942,146.626,78.167,152.242,336.261,324.543,469.497,326.974,92.087,223.393,2619.436,2055.955,366.401,757.987,52.314,66.788,1002.647,109.367,662.036,38.206,1055.324,310.073,20731.544,145.847,544.685,262.762,512.626
2005,501.916,451.229,286.614,870.152,106.239,79.926,687.266,102.385,15107.241,"na",34458.593,228.411,50016.15,734.663,2901.763,24549.025,16540.865,6451.598,25097.086,5285.757,84474.743,2123.341,150.848,2277.548,259.901,266.13,6899.547,236.867,56.65,210.167,2591.503,186.074,249.252,169.154,28.075,616.578,1593.221,230.373,1946.152,1828.397,411.948,283.132,91.441,157.782,1302.613,190.662,256.958,2605.564,496.693,1651.057,17.076,1797.66,5353.888,2312.06,410.622,193.191,82.531,57.141,64.654,34.709,196.882,16.308,2017.378,637.399,987.114,223.669,150.252,87.505,151.781,313.914,309.832,487.103,336.151,108.963,217.58,2647.332,2203.22,361.941,796.04,53.622,80.074,1014.505,108.975,657.713,34.514,1051.694,295.656,20802.16,103.156,605.764,257.564,517.639
2006,539.451,473.852,290.507,936.217,96.101,80.629,684.874,105.181,15120.477,"na",35781.889,235.478,49851.308,745.732,2918.995,25145.322,16597.817,6721.591,24970.643,5459.465,85633.197,2152.243,175.908,2275.137,266.019,293.49,7431.533,236.513,56.048,206.831,2609.169,189.148,257.553,179.654,29.255,601.232,1591.898,223.381,1942.248,1813.428,434.324,303.069,93.163,168.302,1243.945,191.022,247.717,2736.682,506.757,1800.99,17.926,1791.108,5173.695,2320.141,377.632,221.014,85.975,57.959,61.439,32.963,201.113,16.429,2008.086,659.772,979.266,229.172,152.419,91.852,146.538,283.288,353.839,529.944,301.885,137.452,213.959,2762.37,2274.007,364.172,847.641,55.605,71.8,995.658,105.337,681.3,37.703,1051.465,308.33,20687.419,103.015,667.515,253.876,527.556
2007,576.15,527.753,275.661,934.637,91.071,76.211,699.931,102.806,14867.56,"na",37361.085,259.018,49743.83,776.687,3039.815,26041.333,16355.896,6970.235,25111.372,5742.398,87104.915,2308.349,161.975,2342.115,240.664,377.103,7808.216,234.339,57.065,205.085,2380.416,190.575,285.981,182.749,31.299,641.573,1613.458,225.801,1911.418,1752.324,435.448,321.947,95.408,168.403,1317.755,194.957,262.039,2940.783,489.688,1837.726,17.654,1740.34,5013.446,2398.953,382.992,240.615,91.312,58.378,59.849,35.54,211.19,17.532,2088.874,701.166,1031.088,237.475,153.541,90.103,153.325,295.085,384.04,548.462,307.028,148.207,218.233,2780.191,2406.642,363.092,921.431,54.979,76.449,1030.376,111.146,695.344,42.515,1110.212,308.094,20680.384,94.331,640.006,283.202,539.222
2008,602.799,540.092,273.698,944.157,74.327,77.115,730.511,102.276,14745.744,"na",38384.249,250.453,48130.866,794.647,3201.478,25901.016,16226.895,7385.488,23868.242,6031.864,86515.115,2481.276,158.842,2297.392,255.528,389.933,7941.197,250.553,58.34,208.72,2502.101,187.003,308.662,188.074,29.748,685.63,1557.65,223.408,1889.152,1719.792,414.22,291.635,90.912,163.684,1286.518,187.226,254.328,3076.934,480.56,1925.211,16.323,1661.35,4846.589,2308.408,405.829,240.435,82.761,62.789,60.017,34.856,231.08,17.33,2080.437,672.288,976.648,227.61,154.272,122.568,172.359,282.806,389.288,567.117,291.271,177.457,216.176,2860.947,2622.086,356.221,973.32,63.392,82.135,1018.126,113.596,685.553,45.141,1005.388,298.929,19490.414,92.628,715.947,299.76,510.918
2009,602.81,532.223,263.82,950.238,72.564,72.321,653.739,91.704,14021.012,"na",39460.41,267.478,46126.809,774.075,3324.821,26260.152,15536.521,7724.371,22966.919,6006.133,85587.219,2497.933,182.133,2174.2,259.829,383.492,8278.447,232.031,57.422,204.362,2408.756,169.354,326.525,190.667,26.778,724.658,1472.701,211.795,1822.304,1645.738,398.428,331.593,88.935,153.543,1316.615,166.384,232.302,3236.729,535.777,1919.023,15.182,1562.796,4389.699,2338.986,454.975,198.136,87.223,53.638,56.291,31.639,234.497,16.966,2021.321,678.572,945.152,237.298,147.591,119.011,177.502,299.633,414.959,566.624,272.815,172.843,195.318,2774.65,2913.555,328.643,1049.247,55.88,78.568,1075.975,106.229,709.164,43.523,1019.572,282.373,18771.397,88.737,726.232,305.274,506.509
2010,653.877,593.686,276.089,956.674,72.198,80.418,678.166,81.349,13940.949,"na",41877.417,285.437,46657.378,715.846,3482.284,27967.026,15418.279,7972.935,23526.192,6333.691,88534.795,2716.314,150.373,2306.325,241.717,342.639,9435.962,258.344,55.786,194.65,2444.853,171.264,326.948,220.42,27.973,765.814,1446.232,221.925,1762.825,1623.315,369.208,359.063,76.338,146.14,1411.344,158.435,240.62,3319.236,570.064,1790.718,14.553,1532.217,4441.852,2370.091,470.127,210.536,87.025,55.076,58.916,35.425,258.093,17.963,2039.739,689.21,963.777,235.0,150.487,135.464,188.624,312.614,411.203,594.321,271.427,190.576,184.189,2877.821,3205.641,330.812,1156.736,54.269,81.668,1122.214,117.922,693.644,45.034,1045.167,267.206,19180.129,75.627,725.091,332.292,540.952
2011,733.227,608.779,261.807,1000.735,88.599,103.681,637.219,79.491,13520.667,"na",43435.49,319.537,46125.783,697.964,3387.631,28910.679,14974.524,8271.034,23328.694,6570.289,89561.273,2838.676,174.613,2381.476,234.5,371.01,9796.162,276.738,55.342,193.197,2368.729,169.282,349.472,226.117,27.134,720.199,1377.587,204.368,1730.187,1590.119,347.896,360.848,72.568,139.136,1588.958,144.046,254.34,3488.024,629.223,1825.649,14.336,1475.469,4441.861,2394.081,444.665,242.698,91.689,53.353,60.159,32.65,274.596,17.908,2065.144,725.269,971.268,239.045,149.911,146.136,208.064,297.997,414.274,591.959,254.704,245.718,191.02,3073.755,3294.112,312.692,1208.101,53.98,80.918,1185.365,124.634,672.767,42.245,982.805,278.078,18882.074,70.962,737.1,361.382,544.397
2012,771.805,635.631,258.936,1025.051,92.054,109.766,621.915,81.567,12977.017,"na",44908.3,326.568,45600.217,647.51,3569.189,30037.829,14442.761,8595.154,22915.135,6742.069,90508.517,2915.067,210.8,2341.92,238.003,375.605,10230.181,296.631,51.776,191.61,2355.777,158.472,369.841,232.976,31.116,746.943,1290.843,193.461,1676.387,1533.32,311.936,344.298,65.661,129.145,1640.217,135.755,294.857,3685.093,665.761,1849.292,14.142,1345.843,4701.649,2458.176,490.886,245.049,95.388,54.599,57.931,32.66,276.828,17.23,2082.999,758.566,925.656,235.46,148.436,157.325,212.943,308.984,402.288,571.272,229.804,256.698,191.118,3119.341,3461.02,311.432,1202.192,52.653,74.184,1249.528,129.389,703.599,40.429,983.398,267.411,18490.216,63.489,791.643,368.05,556.407
2013,849.122,682.955,263.877,1034.089,100.753,106.732,636.363,75.894,12724.161,"na",46409.01,364.802,45678.806,622.155,3724.117,30688.992,14262.74,8870.499,23378.764,6986.709,92087.816,3124.284,144.973,2383.475,249.11,362.476,10734.432,297.983,46.355,183.596,2408.071,158.014,387.406,247.419,30.653,755.914,1194.935,191.323,1664.497,1517.952,294.997,351.869,63.791,129.254,1663.049,137.825,246.657,3727.085,716.041,2011.21,14.838,1259.571,4516.018,2455.414,508.404,260.447,81.488,53.25,57.085,33.293,279.74,17.204,2034.163,803.172,898.32,243.229,150.857,178.242,226.637,326.444,441.904,538.358,238.813,287.366,174.076,3134.926,3451.302,308.798,1225.099,49.845,74.947,1298.601,137.37,756.966,45.452,1010.168,257.18,18961.126,60.1,781.72,397.772,571.714
2014,878.482,673.055,260.343,1045.618,99.297,115.757,634.753,81.604,12530.292,"na",47695.31,404.901,45290.611,631.689,3784.863,31273.913,14049.076,9032.393,23464.766,7058.05,92985.921,3242.347,164.528,2399.457,224.18,353.086,11208.851,316.45,45.686,194.925,2347.811,158.971,400.606,260.372,29.046,805.878,1191.125,182.927,1616.401,1517.678,293.859,335.892,66.089,143.672,1680.676,136.815,211.567,3848.754,681.287,1952.768,15.528,1184.1,4302.948,2454.287,446.041,261.89,89.193,52.588,55.042,33.648,268.701,17.135,1959.695,801.032,866.385,232.437,153.877,184.681,224.715,346.775,457.947,538.625,238.377,293.162,187.098,3300.875,3752.717,311.297,1268.259,49.057,70.912,1309.665,143.278,776.548,41.796,1039.676,220.606,19105.614,56.635,719.502,409.804,568.593
2015,948.968,695.785,261.511,1030.317,99.53,124.706,665.919,91.927,12737.2,"na",48890.095,442.222,45952.695,569.276,3877.215,32521.028,14413.48,9029.5,23818.231,7021.287,94842.79,3181.116,139.408,2348.033,227.568,355.473,11985.723,329.902,46.679,189.236,2339.803,161.256,422.541,254.213,28.713,832.841,1237.194,202.646,1615.372,1560.75,305.86,367.51,68.466,152.929,1564.32,142.455,224.788,4163.927,686.988,1766.139,17.243,1221.714,4150.6,2577.085,456.491,284.216,96.727,57.101,54.147,35.287,267.794,18.316,1939.289,789.445,834.766,237.382,159.916,185.612,239.136,396.884,505.301,559.346,244.168,315.908,190.803,3161.685,3875.331,300.194,1337.95,48.564,76.839,1353.809,144.601,915.424,45.935,1037.195,194.275,19530.91,57.301,636.509,437.391,591.804
2016,1002.636,687.263,265.949,1041.394,97.765,130.807,670.445,92.196,12970.443,"na",49936.133,446.153,46551.678,523.461,3950.241,33562.409,14695.732,9160.648,24065.056,6810.796,96487.811,3012.658,135.86,2400.636,215.626,375.738,12301.67,339.136,50.719,175.198,2378.128,164.804,411.494,239.759,28.45,854.077,1279.767,210.542,1600.171,1592.408,312.319,380.077,68.234,153.887,1579.965,148.191,228.146,4559.746,758.047,1722.385,17.582,1227.669,4030.662,2770.873,452.821,301.788,100.787,61.31,53.862,36.64,274.636,19.262,1977.187,799.212,850.893,221.295,163.006,191.384,253.555,429.777,566.017,606.109,244.613,343.13,202.173,3193.234,3938.637,318.892,1381.306,51.764,79.204,1376.934,151.855,972.396,44.777,1043.02,203.839,19687.232,69.719,539.113,461.002,576.972
2017,1007.012,670.475,268.489,1078.767,92.124,146.03,661.223,99.85,13210.681,"na",51152.289,478.858,47033.317,519.59,4047.14,34573.684,14980.498,9290.049,24218.567,6794.114,98185.606,3016.601,134.852,2428.306,222.438,382.509,12798.571,344.206,51.772,204.001,2447.312,164.552,411.155,237.151,28.693,815.654,1293.241,203.005,1615.392,1597.548,314.352,427.349,66.108,166.698,1651.668,148.905,247.369,4690.282,791.112,1815.582,17.681,1247.083,3988.152,2796.191,449.42,310.558,106.718,61.65,57.245,38.305,282.351,19.289,1910.41,802.948,847.782,223.266,174.935,188.818,258.629,454.949,588.616,658.66,255.903,353.616,203.45,3223.94,3917.531,319.699,1429.81,51.189,87.543,1423.201,155.385,1006.622,44.018,1050.987,206.14,19879.852,70.96,504.537,485.651,580.187
